ClientID,Product-Type-A,Product-Type-B,Product-Type-C,Longitude,Latitude
1837,12,7,2,-74.07957904700481,4.710778650294508
1838,12,4,10,-74.04270257482318,4.670917169014753
1839,7,6,2,-74.08193780573937,4.746227387415301
1840,12,10,1,-74.1333116599223,4.642726075506096
1841,12,4,4,-74.1131264531648,4.546252049536699
1842,12,5,5,-74.0862809825748,4.590824616649409
1843,12,2,10,-74.10178806217596,4.738336045324339
1844,12,5,7,-74.10762445123788,4.691260796151135
1845,12,8,6,-74.04361157015799,4.797009963034513
1846,8,4,2,-74.12305046625188,4.672547373155415
1847,12,4,6,-74.09866564233823,4.6874066856716485
1848,12,1,7,-74.05457453711993,4.762780614426032
1849,12,5,4,-74.12482578588542,4.575773227135243
1850,12,7,3,-74.11419222502074,4.669024469325603
1851,12,2,2,-74.08379048372741,4.617507405810188
1852,12,7,10,-74.13116715366743,4.637667439318454
1853,12,1,2,-74.1195396355565,4.689606852738773
1854,12,4,10,-74.07438826805895,4.67701471655932
1855,12,6,2,-74.08288661720107,4.674515579647456
1856,11,8,1,-74.05133357164634,4.77783998809075
1857,12,3,3,-74.08928308102796,4.626026762776921
1858,12,2,1,-74.15277069680386,4.548978453175785
1859,11,5,3,-74.12336737975355,4.650696570028548
1860,12,3,6,-74.164521166204,4.618654793820519
1861,12,3,9,-74.15213299048933,4.571715092088417
1862,12,3,3,-74.0376065526426,4.735182907337113
1863,12,6,10,-74.08198280527786,4.671235987015376
1864,11,4,8,-74.11424625695064,4.679470151373346
1865,12,4,7,-74.11583613177892,4.581276713307869
1866,11,5,9,-74.04847980090798,4.665316967045374
1867,12,7,4,-74.16976312826863,4.599404351460021
1868,12,1,5,-74.08386691295334,4.614039421611935
1869,5,3,3,-74.08358270401553,4.690448889557942
1870,12,4,3,-74.20057247190309,4.623614842432177
1871,12,7,4,-74.09919339471506,4.730584870631413
1872,12,5,10,-74.12920955578609,4.67063520881186
1873,12,2,3,-74.13850105439023,4.651938338185841
1874,7,5,10,-74.11717573168004,4.657800103039406
1875,12,2,4,-74.13173130471692,4.595388658763054
1876,12,7,7,-74.07502373651589,4.59350688978394
1877,12,5,5,-74.13371731934899,4.5920361663821305
1878,11,5,5,-74.10645963022148,4.604430622222639
1879,12,9,5,-74.16043312182506,4.687078588803331
1880,12,10,3,-74.14436643657788,4.711437609693787
1881,8,2,10,-74.19949954391822,4.60839350910709
1882,12,4,4,-74.13946016310902,4.61631473237814
1883,12,7,10,-74.0975497188553,4.639151166865872
1884,10,6,10,-74.1353525294592,4.709634029109068
1885,12,2,9,-74.11842874813605,4.656533777069002
1886,9,3,2,-74.02825978895913,4.737879585820934
1887,11,5,10,-74.1243131003821,4.57260911221206
1888,6,7,2,-74.12753695026795,4.702169272452309
1889,12,6,5,-74.08114962812533,4.714024714879033
1890,12,8,8,-74.17112247151228,4.602821457276369
1891,12,5,10,-74.02862945811836,4.69604918849567
1892,12,5,6,-74.14684628860464,4.58250303047466
1893,12,3,5,-74.14059705377963,4.651636571840853
1894,12,4,5,-74.16872856535653,4.614881372665683
1895,12,2,10,-74.1096135307719,4.550974220700321
1896,12,8,8,-74.14419738073758,4.563791146854293
1897,9,1,7,-74.04823770684399,4.647220982631301
1898,12,7,7,-74.12882817552553,4.628365489451398
1899,12,9,7,-74.14732663622095,4.672504588100086
1900,12,10,10,-74.03117777746553,4.74793772968206
1901,12,4,3,-74.10644300088387,4.568098387588555
1902,12,3,4,-74.0690193766906,4.74911264168678
1903,10,4,4,-74.1164410504778,4.716755553494618
1904,10,6,5,-74.10262581643113,4.756056159916297
1905,12,6,10,-74.07395317348045,4.695058635877474
1906,12,4,2,-74.13366943133113,4.6504343816717775
1907,12,7,9,-74.0844315996716,4.751948737577517
1908,10,7,5,-74.10881749483913,4.595508747833967
1909,11,5,5,-74.1054668980234,4.546560321294471
1910,12,4,4,-74.0980863458546,4.653689631172556
1911,12,9,6,-74.14822591813787,4.668962678563175
1912,8,3,1,-74.11325329420242,4.593315037324352
1913,12,4,4,-74.1266239403045,4.637854397978073
1914,12,1,9,-74.03834500219767,4.75383540336296
1915,12,7,8,-74.03544280219664,4.800796332954228
1916,12,6,1,-74.16405115850151,4.593597295581807
1917,12,8,4,-74.11647629105086,4.658221087316216
1918,12,7,10,-74.10071739062904,4.604932747253002
1919,12,3,3,-74.17478288351943,4.638569369237503
1920,12,5,6,-74.10661559027461,4.592188710102023
1921,9,7,10,-74.13222760240212,4.632493161183628
1922,12,7,6,-74.1436585218579,4.646990651417581
1923,12,6,10,-74.11658094027439,4.549557851860058
1924,12,2,10,-74.11925365016633,4.676715084806036
1925,8,5,6,-74.0227244553898,4.732102790452069
1926,12,6,7,-74.14121784449338,4.629094165286502
1927,12,7,2,-74.10437076888621,4.743696364478868
1928,12,7,10,-74.09119723265208,4.691729692557174
1929,12,10,4,-74.05802137587693,4.649183387224912
1930,12,5,4,-74.0920296267618,4.735125809083268
1931,12,3,5,-74.08799746198551,4.6318350750855375
1932,12,10,10,-74.06370875480981,4.719238513486819
1933,12,4,1,-74.04631671988638,4.71936228388177
1934,12,10,5,-74.17374108640303,4.592797713189911
1935,11,4,6,-74.10973449251519,4.716383934375347
1936,12,4,10,-74.13537583897512,4.563868587715215
1937,12,8,7,-74.08339063281701,4.735807119066321
1938,12,5,7,-74.07722831413099,4.72160536560823
1939,12,4,2,-74.09632143079527,4.728571604216706
1940,12,9,1,-74.12927848444005,4.71956973748185
1941,12,2,2,-74.10914435561779,4.747174118514824
1942,12,7,2,-74.1392388367435,4.6523547421677165
1943,12,6,10,-74.08651440908817,4.672481184582067
1944,12,1,4,-74.11331001448929,4.582910320957759
1945,12,6,3,-74.07885897616555,4.568065652100688
1946,12,7,5,-74.07267937702078,4.646075384849277
1947,12,2,9,-74.1261814023296,4.47326599946176
1948,12,4,2,-74.09603021470431,4.56319562882261
1949,10,5,7,-74.09663712893266,4.6222558087719765
1950,12,1,7,-74.0665936544616,4.661563425783807
1951,10,5,5,-74.16151767626585,4.652597078745847
1952,12,5,10,-74.04379520736546,4.723561112125829
1953,12,3,6,-74.08177309790275,4.565863871056333
1954,12,7,1,-74.07995026321704,4.693650759570465
1955,11,7,3,-74.10539622183752,4.705083650626597
1956,12,6,5,-74.11615434724646,4.530746170548116
1957,12,2,10,-74.09853690477334,4.614825577979393
1958,12,5,2,-74.1041902823563,4.71402493895042
1959,12,9,2,-74.19719602187361,4.629332618476487
1960,12,3,10,-74.0662117933228,4.638072018034893
1961,12,6,6,-74.15309552702216,4.721941402406044
1962,12,7,10,-74.13131594995595,4.6348967865112405
1963,12,4,9,-74.14455346651768,4.687189321414812
1964,7,5,1,-74.06899143607227,4.71831672248527
1965,9,7,2,-74.06871718054614,4.720535455958977
1966,12,6,10,-74.14971723087406,4.616394859048564
1967,12,10,10,-74.09495835827981,4.732208803742994
1968,12,3,10,-74.14543331718464,4.620393762689809
1969,11,1,8,-74.11416516995476,4.581502237436852
1970,12,2,6,-74.12177600031515,4.672791660238833
1971,12,5,8,-74.07390653754484,4.717527207024308
1972,12,6,2,-74.10862708134412,4.671407919974624
1973,10,9,10,-74.11927327425383,4.513157287856458
1974,12,5,7,-74.0697334417594,4.706059810736567
1975,12,8,2,-74.10585895780962,4.742290319727271
1976,10,3,3,-74.11589439105602,4.645131728316248
1977,12,3,5,-74.06770654397228,4.724108376037529
1978,12,6,10,-74.09818182806917,4.580583410237356
1979,12,5,2,-74.07691152384423,4.646403611010191
1980,12,6,5,-74.10895857420215,4.524425586050644
1981,12,8,10,-74.06328593571433,4.754077419457053
1982,9,7,7,-74.15381781826208,4.546497146732514
1983,12,4,4,-74.07054165695396,4.725475817847477
1984,12,8,3,-74.09304714106864,4.7386916509897885
1985,12,8,6,-74.13053823942978,4.562106877684898
1986,7,6,10,-74.09564622882809,4.576181298849537
1987,12,2,4,-74.08973410271638,4.676542144896311
1988,12,7,4,-74.1148198226167,4.643467984234921
1989,12,2,2,-74.0944741623043,4.546558537226537
1990,10,6,6,-74.10673237519082,4.650577081910448
1991,11,6,5,-74.05879680649032,4.739788425882324
1992,12,3,1,-74.1309306981567,4.663004046082923
1993,10,1,2,-74.08798496153548,4.749255261532954
1994,9,7,10,-74.05451289714604,4.698802691056117
1995,12,4,8,-74.16382458242566,4.587799288451428
1996,10,9,4,-74.13308846376329,4.539426939278972
1997,12,4,2,-74.07646417470693,4.703812233673961
1998,12,7,4,-74.20184219358397,4.613623169019664
1999,12,6,10,-74.02775974114799,4.724626864999253
2000,10,6,3,-74.12761383257745,4.704348057609
2001,11,4,7,-74.1107003574831,4.665869176101137
2002,12,5,10,-74.08673253045245,4.566465332458247
2003,10,5,10,-74.11663138089932,4.635493665593177
2004,12,1,10,-74.14950023309434,4.628388599964192
2005,12,7,10,-74.11516584105445,4.547045939551976
2006,12,4,8,-74.1344010074295,4.669715322138238
2007,9,6,6,-74.0928019645723,4.554728437074293
2008,12,6,5,-74.125081498182,4.653293010052877
2009,12,2,6,-74.10036124288902,4.581241343578961
2010,12,9,8,-74.06956658739087,4.638829435461686
2011,12,3,10,-74.11897096895203,4.560608087998274
2012,12,1,10,-74.07460524135807,4.623619418443476
2013,12,6,4,-74.11650285215073,4.6619564111046925
2014,9,6,6,-74.0613327131965,4.684601765149774
2015,12,9,2,-74.08917999971969,4.706119504638691
2016,9,6,9,-74.11138018235329,4.538332517156583
2017,12,6,5,-74.11078366605079,4.7393560404200095
2018,12,4,1,-74.07301571241894,4.740001705644944
2019,12,8,10,-74.10824159125879,4.744115605351516
2020,10,2,4,-74.12834615713788,4.583580309432469
2021,12,6,4,-74.17790300155738,4.595186259929944
2022,12,3,6,-74.14097729284275,4.623420980343914
2023,10,3,10,-74.10318476184942,4.699436658994298
2024,12,4,6,-74.06827525039371,4.709712366637024
2025,12,6,10,-74.05223078223725,4.679772625637452
2026,12,6,3,-74.1173903860286,4.704690610352067
2027,10,6,7,-74.10028982732241,4.581979859938189
2028,12,6,1,-74.09904519350067,4.6890979596301605
2029,12,2,8,-74.1185344183206,4.565551965965197
2030,12,2,8,-74.19465778813188,4.613333113024267
2031,8,4,6,-74.0762704338686,4.713386502330503
2032,12,5,10,-74.07090545720996,4.620543737207418
2033,12,3,5,-74.08585726670482,4.626015220822523
2034,11,5,9,-74.11127638741577,4.543310137493393
2035,8,6,8,-74.16480448745358,4.636622544141936
2036,12,5,10,-74.16547721435788,4.630236687316982
2037,12,5,4,-74.04549214426667,4.680611112539185
2038,8,2,4,-74.1222605170685,4.674827169995837
2039,12,8,4,-74.04388033165586,4.686487504107371
2040,12,8,2,-74.11642622785453,4.639298408136464
2041,12,3,1,-74.09918483857965,4.550222291497583
2042,12,4,10,-74.07794419180968,4.618096355051326
2043,11,6,10,-74.09004365966236,4.501074960494986
2044,12,1,6,-74.05990965308668,4.743417518982161
2045,12,6,10,-74.09793900332757,4.631400231728293
2046,12,4,2,-74.12161923393376,4.6690326582123545
2047,6,1,2,-74.14777769254994,4.623018342588364
2048,12,1,8,-74.14479885028646,4.548770554294889
2049,11,9,10,-74.10586410293269,4.565010530461941
2050,12,2,8,-74.05002110278011,4.696969629902426
2051,12,6,5,-74.07493625677051,4.715943768909897
2052,12,9,9,-74.09673117378718,4.7449547488633
2053,11,7,5,-74.07207720970739,4.568141167588183
2054,12,4,1,-74.1104609739158,4.750778743012599
2055,8,3,6,-74.13137014791491,4.616968531146614
2056,12,4,4,-74.09401600981755,4.72256419423446
2057,12,5,5,-74.1099168456245,4.702096868629225
2058,12,5,7,-74.12494793900868,4.576875522182646
2059,12,8,4,-74.09946247844404,4.715635535713854
2060,12,7,3,-74.09895676256035,4.6820154119190525
2061,12,6,3,-74.18621540595623,4.642763082510241
2062,9,6,1,-74.08987816697811,4.680083122387119
2063,12,9,10,-74.17292424225121,4.634934838428233
2064,12,3,1,-74.16122447807749,4.6913950207068735
2065,12,5,5,-74.1106771526093,4.67671451979509
2066,9,8,10,-74.1387364563217,4.670285692339637
2067,12,2,2,-74.09526383662747,4.544324224389976
2068,12,5,1,-74.04713428896737,4.752585780422131
2069,12,7,4,-74.11183377458676,4.638799034853558
2070,12,4,10,-74.05378693976846,4.829765071737548
2071,12,3,3,-74.11824696151079,4.612463874552525
2072,10,5,6,-74.12113159327586,4.661656312341455
2073,12,5,3,-74.07883032251583,4.724065577979636
2074,12,1,10,-74.07771069494261,4.646191058286093
2075,12,6,10,-74.09279413258348,4.610595959121031
2076,12,2,6,-74.04383832441002,4.73000016939377
2077,11,4,7,-74.09175565934358,4.743878298492933
2078,10,6,9,-74.0898660623392,4.584869982420522
2079,12,8,2,-74.03582462418345,4.763390875405305
2080,12,3,8,-74.04586540594775,4.7467242944356425
2081,12,2,10,-74.1100871053947,4.509200549433956
2082,12,7,8,-74.10887509376796,4.591000574641943
2083,12,7,10,-74.09622211054348,4.622400780197909
2084,12,6,3,-74.12155910547655,4.571371476658612
2085,12,6,1,-74.02944043388977,4.692311748598726
2086,12,4,1,-74.11165865185097,4.695150873992921
2087,12,4,8,-74.0932062885854,4.74909810690958
2088,7,3,3,-74.08324475191175,4.7074243337937824
2089,10,3,7,-74.0871603903282,4.756961311730906
2090,12,1,8,-74.12956979845238,4.632221853155517
2091,12,9,9,-74.12364096300233,4.727457778740923
2092,12,3,8,-74.13046204483695,4.584192730895424
2093,12,6,10,-74.13518589399195,4.712066361124999
2094,12,1,10,-74.05287652195663,4.720967484499374
2095,12,3,5,-74.06337788027824,4.695748284580554
2096,12,1,1,-74.11627986432659,4.525256034536978
2097,11,3,5,-74.09064707700762,4.74754256439358
2098,12,4,7,-74.10752134149445,4.655304432293359
2099,12,6,10,-74.1233856470201,4.5943049252776
2100,8,7,7,-74.1105521235411,4.724793107721142
2101,12,1,4,-74.1255011830059,4.662677815704455
2102,12,5,10,-74.09803527292952,4.589958342253816
2103,12,5,10,-74.0679828089398,4.595396972612845
2104,12,2,1,-74.11671483761157,4.747451924529011
2105,12,4,10,-74.10067544337561,4.7559627595727765
2106,12,6,6,-74.13299129371997,4.6287173273113424
2107,12,6,3,-74.11494861975447,4.695943898434929
2108,12,2,10,-74.09558420548711,4.572252996461287
2109,12,2,8,-74.10997981828545,4.505588982029053
2110,12,6,3,-74.12698602496525,4.607659021943583
2111,12,6,1,-74.0776593829581,4.704381231860684
2112,10,6,1,-74.06228102536393,4.717920013355724
2113,11,7,6,-74.06068540781828,4.65539386874867
2114,7,7,6,-74.10640341219052,4.614888479666566
2115,12,6,7,-74.07380006191276,4.677784270655938
2116,12,8,6,-74.1019141727232,4.705189062339936
2117,11,7,7,-74.18616586841209,4.636791542766923
2118,12,6,9,-74.13658907710017,4.603382310703794
2119,12,3,10,-74.0998057833201,4.573440805899261
2120,12,9,9,-74.10050681293812,4.5923672619891125
2121,12,2,3,-74.08002725862966,4.5274134379411
2122,12,2,7,-74.10912449048585,4.745000244599263
2123,12,3,2,-74.17078062035608,4.578281095210524
2124,12,6,9,-74.10699734841768,4.724920023441013
2125,12,6,3,-74.14935822633927,4.608103942622955
2126,9,2,3,-74.15214958940085,4.674274506370804
2127,12,2,4,-74.09535077102906,4.545205356392732
2128,12,4,1,-74.06285796316489,4.698050885664983
2129,10,5,4,-74.11590419296539,4.675180185777645
2130,12,2,10,-74.05681134280668,4.741011859051598
2131,12,4,4,-74.07786657029109,4.687391332830134
2132,12,3,1,-74.14134560929715,4.6269336109902905
2133,12,7,8,-74.13137105633098,4.687273068640768
2134,12,6,5,-74.15022921019118,4.586846141429807
2135,12,1,6,-74.10870858631486,4.673130618245766
2136,11,7,10,-74.1464733369153,4.6844974669027
2137,12,5,10,-74.0464642623321,4.809722944032584
2138,12,1,4,-74.09913681412436,4.695779347102621
2139,12,6,8,-74.15767734422607,4.624638994721059
2140,12,5,6,-74.06020018826115,4.766835707223433
2141,12,1,3,-74.09421184167336,4.775731668688921
2142,12,1,3,-74.14815052140654,4.621183934529209
2143,12,3,10,-74.14028904811143,4.587264414477404
2144,12,1,7,-74.10504078054078,4.586492178151182
2145,8,4,8,-74.09145185855026,4.756786686044445
2146,12,7,5,-74.06050945353043,4.691444885561781
2147,12,2,7,-74.1352240455376,4.611447789703668
2148,12,2,3,-74.06360902768343,4.696599786981111
2149,12,1,10,-74.0838076129538,4.689127284146152
2150,10,5,4,-74.10955092239269,4.550978022733029
2151,12,1,5,-74.12690861274089,4.623944554947983
2152,11,3,10,-74.13107727855042,4.658507849272399
2153,12,3,1,-74.09628984870366,4.702039344278304
2154,12,6,9,-74.16144561647303,4.637705041937039
2155,12,5,2,-74.09514473283771,4.601096425164532
2156,12,2,3,-74.11351646425334,4.737876430871155
2157,12,2,2,-74.05211933152955,4.694418231859136
2158,12,7,7,-74.15516063884472,4.650036420971634
2159,8,4,2,-74.09203138101302,4.6191097834634816
2160,12,7,6,-74.07446355740119,4.6189863065178365
2161,12,8,6,-74.15867426323949,4.592568178869366
2162,12,4,2,-74.12283829892583,4.576782741304666
2163,9,7,9,-74.15245733937505,4.565483535953843
2164,12,3,8,-74.10996241608098,4.673947624507481
2165,12,2,9,-74.17181741150235,4.599403137350651
2166,12,6,5,-74.0834017199681,4.541661833629287
2167,12,5,2,-74.17520016373088,4.603729213332345
2168,12,5,1,-74.08914919747673,4.64263301564953
2169,12,7,10,-74.0957189200695,4.728652994518243
2170,12,6,8,-74.12861596067086,4.612134786847492
2171,12,2,10,-74.11693899079603,4.667132577322238
2172,12,10,10,-74.18342088621442,4.629176387953608
2173,12,3,2,-74.08721078665953,4.627228866839979
2174,11,5,10,-74.04515391483166,4.669495766682741
2175,12,1,1,-74.05782686100753,4.705389915634102
2176,12,3,9,-74.1052241068415,4.6691317552187925
2177,12,5,7,-74.0985000034481,4.568000518978504
2178,12,7,2,-74.09363851871309,4.572427984093885
2179,12,9,5,-74.13035131890122,4.611300743818068
2180,12,5,10,-74.12404874835885,4.579080614243482
2181,12,5,1,-74.12570482209507,4.580396681106965
2182,12,5,1,-74.11229846481608,4.687998918198895
2183,10,4,6,-74.15231653406391,4.6447072466985455
2184,9,4,9,-74.09798754494189,4.61527048053375
2185,12,10,10,-74.08425105607539,4.620613302682841
2186,12,9,3,-74.06311717747388,4.664310279605953
2187,12,7,8,-74.1320414335969,4.6690704448535865
2188,12,8,6,-74.04755820464295,4.6678762956301645
2189,7,7,3,-74.14184941719772,4.6816074648097175
2190,12,6,9,-74.09933532848873,4.706252547713328
2191,11,5,1,-74.08961063998046,4.689774830267195
2192,12,1,10,-74.11393734826285,4.685264501973856
2193,12,3,8,-74.05192794330875,4.78307891450681
2194,12,3,10,-74.11420187440292,4.722267355207041
2195,12,5,9,-74.0921589681652,4.531157102205213
2196,12,5,3,-74.05986365774461,4.691161568085996
2197,7,2,8,-74.12581900304734,4.581291745563519
2198,12,5,5,-74.13630586350449,4.622800682624342
2199,8,3,2,-74.11795649376548,4.651958563871448
2200,12,2,6,-74.10866178616256,4.617550169447365
2201,12,5,7,-74.14685404924813,4.580129044180877
2202,10,5,1,-74.0917856943961,4.646449531761386
2203,12,5,7,-74.08546125062509,4.67151916666198
2204,12,9,1,-74.07143211362315,4.657388236537155
2205,12,6,9,-74.04347795293623,4.7626230025424885
2206,12,7,2,-74.04042729845818,4.746965459969669
2207,12,4,7,-74.09149636872576,4.734755548652763
2208,12,5,5,-74.06633595499358,4.7235855090367656
2209,12,8,5,-74.03653356452452,4.823861450164107
2210,12,6,4,-74.17233229033356,4.572044215265141
2211,12,4,5,-74.14046140526912,4.710291963456209
2212,12,7,4,-74.11562921166234,4.7103933986549
2213,12,3,3,-74.14993643884621,4.544910739116823
2214,12,6,6,-74.02274424230988,4.741440137961746
2215,12,6,10,-74.11008857945771,4.65368521479225
2216,12,9,10,-74.03731270578677,4.7462149320205
2217,12,3,9,-74.14455737544527,4.617428105764658
2218,12,3,7,-74.1459112054279,4.578633400317768
2219,12,3,3,-74.14756264031593,4.590058791854951
2220,11,6,1,-74.10517589623164,4.505149754178627
2221,8,6,4,-74.1085514029753,4.677543423474663
2222,12,4,8,-74.1047724529003,4.714291171570102
2223,12,4,5,-74.0503053450009,4.7599820159313575
2224,12,10,7,-74.12775417334176,4.713443798822165
2225,12,4,4,-74.1107186006504,4.550996855743053
2226,12,10,4,-74.10087771096484,4.746497905950459
2227,12,2,3,-74.1046956838416,4.594599424614159
2228,12,8,10,-74.15024418498533,4.688644763150715
2229,9,8,10,-74.09818651573106,4.621439648194175
2230,12,7,10,-74.03061068736613,4.7358282795667455
2231,12,9,10,-74.12474230247713,4.615091200663544
2232,12,10,10,-74.14766897859583,4.542035479730164
2233,11,2,2,-74.15356180101429,4.601571638997991
2234,12,3,6,-74.06039599775336,4.692440264614519
2235,12,2,5,-74.14349098882684,4.623339622759776
2236,11,6,7,-74.1368985079322,4.601751588343279
2237,12,9,10,-74.19435583898144,4.610016802170966
2238,12,1,10,-74.13863417122496,4.592310460576792
2239,12,1,10,-74.14463108549312,4.625798491196112
2240,12,5,7,-74.09482607986011,4.636829172304004
2241,6,5,3,-74.12317770490183,4.657832569362867
2242,11,5,10,-74.1172033441152,4.707525591711755
2243,12,7,1,-74.1053948414047,4.668020689865721
2244,12,9,7,-74.17898628841257,4.585631416841615
2245,12,7,5,-74.17860510881516,4.648199488754386
2246,12,8,7,-74.14716155917391,4.679261875046512
2247,12,4,7,-74.15446452973721,4.577938684507343
2248,12,5,10,-74.10485726148292,4.737382728381745
2249,11,3,10,-74.09074824263121,4.746787998973504
2250,9,5,6,-74.09634378782145,4.541913281891243
2251,12,5,3,-74.09853084240525,4.705806196738895
2252,12,1,7,-74.12531182987611,4.645067705669626
2253,12,8,2,-74.06876483634447,4.591522913853596
2254,12,1,7,-74.10967188209663,4.540269505303458
2255,12,6,10,-74.12562800527247,4.595122087727225
2256,12,2,3,-74.08253485961085,4.678118637612585
2257,12,7,8,-74.0602233862068,4.644247214560696
2258,12,6,10,-74.07880118039492,4.625235513264573
2259,12,8,10,-74.10584968679679,4.485624151186738
2260,12,6,10,-74.12442182326186,4.655226840664732
2261,12,8,10,-74.11703579523088,4.694205234851856
2262,12,1,7,-74.16656631661628,4.633341212098308
2263,12,3,8,-74.11771398628763,4.567588261163027
2264,12,3,4,-74.14713401310031,4.641995286421932
2265,12,6,10,-74.05919213174711,4.71464846085484
2266,12,3,8,-74.0983219993108,4.631421730990437
2267,12,7,3,-74.12738896219511,4.72028716889158
2268,10,8,7,-74.11515818751921,4.546294767376212
2269,12,7,8,-74.17025698765381,4.639789077870344
2270,11,5,10,-74.12691992464765,4.581741953711511
2271,12,1,9,-74.13461786231474,4.644960146014154
2272,12,6,10,-74.15128837375613,4.674019480315705
2273,12,5,9,-74.08228912880544,4.745933443335065
2274,12,1,7,-74.10766283121951,4.589353480095976
2275,12,5,9,-74.12519859360835,4.65277954047122
2276,12,2,5,-74.12109473369485,4.644359123384005
2277,6,10,6,-74.14401831578718,4.584719387991198
2278,10,7,10,-74.06549947287759,4.733708498160738
2279,11,4,3,-74.13369428714464,4.617590250120152
2280,11,1,9,-74.0846103830926,4.6527739886592965
2281,12,6,7,-74.14958538002062,4.569114062783233
2282,12,3,10,-74.10385027806936,4.586817414840795
2283,12,6,5,-74.11863065614226,4.6963626688745
2284,12,2,10,-74.0759150689158,4.671911809074336
2285,12,2,2,-74.08218030136553,4.675493576798082
2286,12,10,10,-74.14677027862066,4.667203450490631
2287,11,7,7,-74.11359870805042,4.500804762579279
2288,12,5,1,-74.13025772407585,4.7296516075744135
2289,12,4,10,-74.05963373497794,4.687868860903894
2290,7,4,9,-74.07636577558345,4.729912668932628
2291,12,2,8,-74.11759758290637,4.650463189869244
2292,12,7,10,-74.13981695371046,4.606449354859496
2293,11,1,10,-74.12342128335514,4.651461316736291
2294,11,7,1,-74.11663119986014,4.637836778191694
2295,12,2,10,-74.15024824911099,4.542450050166967
2296,11,5,8,-74.1426669704122,4.637570653406645
2297,12,3,10,-74.0888554898071,4.777981808023587
2298,12,7,7,-74.1456994330113,4.544921782719119
2299,12,5,10,-74.14829809072627,4.621287268291987
2300,12,6,5,-74.10829582069995,4.555247613824152
2301,12,8,9,-74.08664740706998,4.751289305730016
2302,12,3,9,-74.09247457859026,4.771220557771342
2303,12,6,8,-74.13900746660076,4.60416009244827
2304,12,9,6,-74.13735329881106,4.724442638566083
2305,12,10,10,-74.0720888106656,4.632241899444513
2306,12,7,1,-74.10516396669259,4.549378548122401
2307,8,5,10,-74.0961038690918,4.716558549885305
2308,12,5,1,-74.02179632477439,4.73554765948231
2309,12,3,3,-74.15827452962779,4.574478620189272
2310,12,7,10,-74.11128990993954,4.746682214807998
2311,12,6,1,-74.11137002044312,4.49883954491815
2312,12,7,10,-74.12619454634155,4.581818618792798
2313,12,9,10,-74.12297504546315,4.6740957459784935
2314,12,3,10,-74.05810811020663,4.705779984894021
2315,12,5,5,-74.07607743662655,4.586675603548547
2316,12,7,10,-74.03194970558154,4.713206155139233
2317,10,7,6,-74.12675883846887,4.58527933465345
2318,12,5,3,-74.11092561112626,4.555948754965773
2319,11,3,10,-74.12132490109313,4.615499162701801
2320,12,2,5,-74.10905267414674,4.549602512346462
2321,12,5,6,-74.07052825461973,4.635559575154383
2322,8,3,10,-74.08754319420457,4.750705090980009
2323,12,10,3,-74.07743906710719,4.688114273605777
2324,12,6,6,-74.14708050395599,4.584381011046653
2325,9,4,1,-74.14576828400774,4.639635242282417
2326,12,6,8,-74.12421508343385,4.607891263674952
2327,12,4,10,-74.09631468737219,4.674220273376135
2328,12,3,10,-74.07933319843393,4.535466070396248
2329,12,1,9,-74.09238738147083,4.523737841378115
2330,8,4,6,-74.10381345774059,4.543746702599193
2331,11,1,10,-74.11713471011436,4.646658934148536
2332,12,3,1,-74.12302108978695,4.583541933768144
2333,10,6,5,-74.12529516493441,4.66025409927581
2334,11,1,2,-74.11514323002203,4.678846861407023
2335,12,6,6,-74.13257288991603,4.593283947296738
2336,12,2,1,-74.05832299024462,4.63415614866752
2337,12,3,8,-74.12055604884867,4.517420133353458
2338,12,4,6,-74.06039981423956,4.678291022976281
2339,12,6,2,-74.05039336137102,4.663228964522171
2340,12,9,8,-74.16502558448684,4.585346818886322
2341,11,6,4,-74.12028022906995,4.637775825074957
2342,6,2,5,-74.11256740502297,4.605663991040772
2343,12,4,9,-74.12411143839907,4.663344280336236
2344,12,7,7,-74.11251043155603,4.641241957406219
2345,12,4,3,-74.11854527171799,4.639931642086659
2346,12,1,6,-74.12189197081986,4.648530706746026
2347,12,7,1,-74.10771531597932,4.540809300452122
2348,11,4,7,-74.05133230202391,4.6906799266493815
2349,12,7,6,-74.170313967412,4.6135485465015975
2350,12,9,6,-74.18784265269183,4.632501122818978
2351,12,2,5,-74.07747178886665,4.569879154388444
2352,12,1,10,-74.12510653632597,4.5855893435611925
2353,12,6,9,-74.13684777393121,4.649139875491823
2354,12,4,9,-74.15882938818638,4.609353374120127
2355,12,2,4,-74.1115891997026,4.686934420219147
2356,12,8,4,-74.12230383663224,4.639328280996001
2357,11,2,10,-74.05455376209677,4.760622261385935
2358,12,6,2,-74.02483278580377,4.737653258711988
2359,12,5,10,-74.09461827836887,4.6034752562516985
2360,12,5,9,-74.1296762598739,4.57780893891424
2361,12,6,4,-74.12663932766093,4.585901351127401
2362,12,5,10,-74.03270454448509,4.787714899765558
2363,12,5,10,-74.13320648544087,4.723541150909728
2364,12,4,1,-74.10531189106548,4.647415786615431
2365,9,6,6,-74.12066652059895,4.614114889171304
2366,8,9,2,-74.03240060535009,4.722340172538145
2367,12,7,4,-74.09687563838406,4.561928814579563
2368,12,7,10,-74.11551669074014,4.677765493690781
2369,12,3,6,-74.11985496946379,4.590069699762222
2370,12,8,4,-74.10429335480904,4.700724794292609
2371,12,5,2,-74.07378547389779,4.759272031094409
